imageName,arucoAvailable,realT,realR,otherInfo,method,detectedT,detectedR,isSuccess,errorT,errorR
220.png,True,"[0.0, 0.0, np.float64(1.0898989898989901)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0007954545447609101, -0.0007954545447609074, 1.431818181756938]","[6.48705698363541e-10, -6.487004495933698e-10, 1.574000163857632e-18]",False,0.34192104243035076,9.174046851809563e-10
221.png,True,"[0.0, 0.0, np.float64(1.1393939393939396)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0007954545447609101, -0.0007954545447609074, 1.431818181756938]","[6.48705698363541e-10, -6.487004495933698e-10, 1.574000163857632e-18]",False,0.29242640615621424,9.174046851809563e-10
222.png,True,"[0.0, 0.0, np.float64(1.188888888888889)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0008467741927657556, -0.0008467741927657526, 1.5241935482818743]","[7.347603805302847e-10, -7.347538362320657e-10, 1.898490518166427e-18]",False,0.3353067978191209,1.039103467733e-09
223.png,True,"[0.0, 0.0, np.float64(1.2383838383838386)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0009051724144660598, -0.0009051724144660562, 1.6293103447135597]","[-9.432929786179402e-10, 9.433011920326143e-10, 2.3186529575861925e-18]",False,0.39092860220935655,1.33402353142666e-09
224.png,True,"[0.0, 0.0, np.float64(1.287878787878788)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0009051724144660598, -0.0009051724144660562, 1.6293103447135597]","[-9.432929786179402e-10, 9.433011920326143e-10, 2.3186529575861925e-18]",False,0.34143395653744774,1.33402353142666e-09
225.png,True,"[0.0, 0.0, np.float64(1.3373737373737375)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0009722222230030217, -0.0009722222230030257, 1.7499999999300304]","[-1.0876162268216844e-09, 1.087605760327343e-09, -2.872495019051323e-18]",False,0.4126285532816125,1.53811421771696e-09
226.png,True,"[0.0, 0.0, np.float64(1.386868686868687)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0009722222230030217, -0.0009722222230030257, 1.7499999999300304]","[-1.0876162268216844e-09, 1.087605760327343e-09, -2.872495019051323e-18]",False,0.3631339160113761,1.53811421771696e-09
227.png,True,"[0.0, 0.0, np.float64(1.4363636363636367)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0010499999990934731, -0.001049999999093478, 1.8899999999267398]","[1.128636648912956e-09, -1.128649863138825e-09, -3.6176860440889356e-18]",False,0.45363879391731043,1.5961425997800934e-09
228.png,True,"[0.0, 0.0, np.float64(1.4858585858585862)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0010499999990934731, -0.001049999999093478, 1.8899999999267398]","[1.128636648912956e-09, -1.128649863138825e-09, -3.6176860440889356e-18]",False,0.4041441420644409,1.5961425997800934e-09
229.png,True,"[0.0, 0.0, np.float64(1.5353535353535357)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0011413043487483085, -0.0011413043487483085, 2.054347826010295]","[-1.4973504992712565e-09, 1.4973504429552313e-09, 2.5470585639303913e-25]",False,0.5189968004579083,2.117573343874093e-09
230.png,True,"[0.0, 0.0, np.float64(1.5848484848484852)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0011413043487483085, -0.0011413043487483085, 2.054347826010295]","[-1.4973504992712565e-09, 1.4973504429552313e-09, 2.5470585639303913e-25]",False,0.4695021155464655,2.117573343874093e-09
231.png,True,"[0.0, 0.0, np.float64(1.6343434343434347)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0011413043487483085, -0.0011413043487483085, 2.054347826010295]","[-1.4973504992712565e-09, 1.4973504429552313e-09, 2.5470585639303913e-25]",False,0.42000749299349716,2.117573343874093e-09
232.png,True,"[0.0, 0.0, np.float64(1.6838383838383841)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0012499999989294196, -0.0012499999989294196, 2.2499999999198703]","[1.5972807639091863e-09, -1.5972812190820414e-09, -2.1039608748685192e-22]",False,0.5661643758874226,2.2588964410938645e-09
233.png,True,"[0.0, 0.0, np.float64(1.7333333333333336)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0012499999989294196, -0.0012499999989294196, 2.2499999999198703]","[1.5972807639091863e-09, -1.5972812190820414e-09, -2.1039608748685192e-22]",False,0.5166696907712297,2.2588964410938645e-09
234.png,True,"[0.0, 0.0, np.float64(1.782828282828283)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0012499999989294196, -0.0012499999989294196, 2.2499999999198703]","[1.5972807639091863e-09, -1.5972812190820414e-09, -2.1039608748685192e-22]",False,0.46717506167420436,2.2588964410938645e-09
235.png,True,"[0.0, 0.0, np.float64(1.8323232323232326)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0013815789484943124, -0.0013815789484943124, 2.486842105179793]","[-2.190525805172117e-09, 2.190525737896515e-09, -1.9162498043163958e-22]",False,0.6545217891302048,3.097871254831618e-09
236.png,True,"[0.0, 0.0, np.float64(1.881818181818182)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0013815789484943124, -0.0013815789484943124, 2.486842105179793]","[-2.190525805172117e-09, 2.190525737896515e-09, -1.9162498043163958e-22]",False,0.605027078204487,3.097871254831618e-09
237.png,True,"[0.0, 0.0, np.float64(1.9313131313131315)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0013815789484943124, -0.0013815789484943124, 2.486842105179793]","[-2.190525805172117e-09, 2.190525737896515e-09, -1.9162498043163958e-22]",False,0.5555324097891389,3.097871254831618e-09
238.png,True,"[0.0, 0.0, np.float64(1.9808080808080812)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0013815789484943124, -0.0013815789484943124, 2.486842105179793]","[-2.190525805172117e-09, 2.190525737896515e-09, -1.9162498043163958e-22]",False,0.5060377963577545,3.097871254831618e-09
239.png,True,"[0.0, 0.0, np.float64(2.0303030303030307)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0015441176457522468, -0.0015441176457522468, 2.779411764619779]","[2.4312773720862665e-09, -2.43127764655599e-09, 3.797893904002355e-23]",False,0.7491119171580763,3.438345627574624e-09
240.png,True,"[0.0, 0.0, np.float64(2.07979797979798)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0015441176457522468, -0.0015441176457522468, 2.779411764619779]","[2.4312773720862665e-09, -2.43127764655599e-09, 3.797893904002355e-23]",False,0.6996171928356893,3.438345627574624e-09
241.png,True,"[0.0, 0.0, np.float64(2.1292929292929297)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0015441176457522468, -0.0015441176457522468, 2.779411764619779]","[2.4312773720862665e-09, -2.43127764655599e-09, 3.797893904002355e-23]",False,0.6501225027987779,3.438345627574624e-09
242.png,True,"[0.0, 0.0, np.float64(2.178787878787879)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0015441176457522468, -0.0015441176457522468, 2.779411764619779]","[2.4312773720862665e-09, -2.43127764655599e-09, 3.797893904002355e-23]",False,0.6006278555232175,3.438345627574624e-09
243.png,True,"[0.0, 0.0, np.float64(2.2282828282828286)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0017499999998904744, -0.0017499999998904744, 3.149999999823989]","[-1.9558353379186732e-10, 1.955833044267555e-10, -1.3590509370315055e-25]",False,0.9217204941379118,2.7659672387973694e-10
244.png,True,"[0.0, 0.0, np.float64(2.277777777777778)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0017499999998904744, -0.0017499999998904744, 3.149999999823989]","[-1.9558353379186732e-10, 1.955833044267555e-10, -1.3590509370315055e-25]",False,0.8722257331856411,2.7659672387973694e-10
245.png,True,"[0.0, 0.0, np.float64(2.3272727272727276)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0017499999998904744, -0.0017499999998904744, 3.149999999823989]","[-1.9558353379186732e-10, 1.955833044267555e-10, -1.3590509370315055e-25]",False,0.8227309949185317,2.7659672387973694e-10
246.png,True,"[0.0, 0.0, np.float64(2.376767676767677)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0017499999998904744, -0.0017499999998904744, 3.149999999823989]","[-1.9558353379186732e-10, 1.955833044267555e-10, -1.3590509370315055e-25]",False,0.7732362836928051,2.7659672387973694e-10
247.png,True,"[0.0, 0.0, np.float64(2.4262626262626266)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0017499999998904744, -0.0017499999998904744, 3.149999999823989]","[-1.9558353379186732e-10, 1.955833044267555e-10, -1.3590509370315055e-25]",False,0.7237416050563202,2.7659672387973694e-10
248.png,True,"[0.0, 0.0, np.float64(2.475757575757576)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.0017499999998904744, -0.0017499999998904744, 3.149999999823989]","[-1.9558353379186732e-10, 1.955833044267555e-10, -1.3590509370315055e-25]",False,0.6742469661859459,2.7659672387973694e-10
249.png,True,"[0.0, 0.0, np.float64(2.5252525252525255)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
250.png,True,"[0.0, 0.0, np.float64(2.574747474747475)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
251.png,True,"[0.0, 0.0, np.float64(2.6242424242424245)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
252.png,True,"[0.0, 0.0, np.float64(2.673737373737374)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
253.png,True,"[0.0, 0.0, np.float64(2.7232323232323234)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
254.png,True,"[0.0, 0.0, np.float64(2.7727272727272734)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
255.png,True,"[0.0, 0.0, np.float64(2.822222222222223)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
256.png,True,"[0.0, 0.0, np.float64(2.8717171717171723)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
257.png,True,"[0.0, 0.0, np.float64(2.921212121212122)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
258.png,True,"[0.0, 0.0, np.float64(2.9707070707070713)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
259.png,True,"[0.0, 0.0, np.float64(3.0202020202020208)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
260.png,True,"[0.0, 0.0, np.float64(3.0696969696969703)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
261.png,True,"[0.0, 0.0, np.float64(3.1191919191919197)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
262.png,True,"[0.0, 0.0, np.float64(3.168686868686869)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.002386363636213835, -0.002386363636213835, 4.295454545212715]","[-3.6717462874677033e-10, 3.671744901315113e-10, -7.803024570119201e-26]",False,1.1267727305567268,5.192632417172083e-10
263.png,True,"[0.0, 0.0, np.float64(3.2181818181818187)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.002386363636213835, -0.002386363636213835, 4.295454545212715]","[-3.6717462874677033e-10, 3.671744901315113e-10, -7.803024570119201e-26]",False,1.0772780132664888,5.192632417172083e-10
264.png,True,"[0.0, 0.0, np.float64(3.267676767676768)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.002386363636213835, -0.002386363636213835, 4.295454545212715]","[-3.6717462874677033e-10, 3.671744901315113e-10, -7.803024570119201e-26]",False,1.0277833183407576,5.192632417172083e-10
265.png,True,"[0.0, 0.0, np.float64(3.3171717171717177)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.002386363636213835, -0.002386363636213835, 4.295454545212715]","[-3.6717462874677033e-10, 3.671744901315113e-10, -7.803024570119201e-26]",False,0.9782886491740056,5.192632417172083e-10
266.png,True,"[0.0, 0.0, np.float64(3.366666666666667)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.002386363636213835, -0.002386363636213835, 4.295454545212715]","[-3.6717462874677033e-10, 3.671744901315113e-10, -7.803024570119201e-26]",False,0.928794009884257,5.192632417172083e-10
267.png,True,"[0.0, 0.0, np.float64(3.4161616161616166)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.002386363636213835, -0.002386363636213835, 4.295454545212715]","[-3.6717462874677033e-10, 3.671744901315113e-10, -7.803024570119201e-26]",False,0.8792994055167267,5.192632417172083e-10
268.png,True,"[0.0, 0.0, np.float64(3.465656565656566)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
269.png,True,"[0.0, 0.0, np.float64(3.5151515151515156)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
270.png,True,"[0.0, 0.0, np.float64(3.564646464646465)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
271.png,True,"[0.0, 0.0, np.float64(3.6141414141414145)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
272.png,True,"[0.0, 0.0, np.float64(3.663636363636364)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
273.png,True,"[0.0, 0.0, np.float64(3.7131313131313135)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
274.png,True,"[0.0, 0.0, np.float64(3.762626262626263)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
275.png,True,"[0.0, 0.0, np.float64(3.812121212121213)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
276.png,True,"[0.0, 0.0, np.float64(3.8616161616161624)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
277.png,True,"[0.0, 0.0, np.float64(3.911111111111112)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
278.png,True,"[0.0, 0.0, np.float64(3.9606060606060614)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
279.png,True,"[0.0, 0.0, np.float64(4.01010101010101)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
280.png,True,"[0.0, 0.0, np.float64(4.05959595959596)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
281.png,True,"[0.0, 0.0, np.float64(4.109090909090909)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
282.png,True,"[0.0, 0.0, np.float64(4.158585858585859)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
283.png,True,"[0.0, 0.0, np.float64(4.208080808080808)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
284.png,True,"[0.0, 0.0, np.float64(4.257575757575758)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
285.png,True,"[0.0, 0.0, np.float64(4.307070707070707)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
286.png,True,"[0.0, 0.0, np.float64(4.356565656565657)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
287.png,True,"[0.0, 0.0, np.float64(4.406060606060606)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
288.png,True,"[0.0, 0.0, np.float64(4.455555555555556)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
289.png,True,"[0.0, 0.0, np.float64(4.505050505050505)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
290.png,True,"[0.0, 0.0, np.float64(4.554545454545455)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
291.png,True,"[0.0, 0.0, np.float64(4.604040404040404)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
292.png,True,"[0.0, 0.0, np.float64(4.653535353535354)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,[],[],True,-1.0,-1.0
